id,title,description,link,categories_id,categories_title,sources_id,sources_url,date,type,coordinates
EONET_5814,"Wildfires - Evia Island, Greece",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5814,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=128052,2021-08-09T14:53:00Z,Point,"[23.23897, 38.97683]"
EONET_5803,Wildfire - N of Podgorica - Montenegro,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5803,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127987,2021-08-08T11:43:00Z,Point,"[19.217378153, 43.216020669]"
EONET_5790,"Wildfires - Colville Indian Reservation (Whitmore Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5790,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127909,2021-08-06T20:29:00Z,Point,"[-119.14283, 48.16566]"
EONET_5791,"Wildfires - Siskiyou County (McCash Fire), California, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5791,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127908,2021-08-06T20:16:00Z,Point,"[-123.39812, 41.56375]"
EONET_5792,"Wildfires - Douglas County (Devils Knob Complex), Oregon, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5792,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127906,2021-08-06T19:52:00Z,Point,"[-122.83812, 42.90764]"
EONET_5802,Needles Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5802,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7784/,2021-08-06T18:30:00Z,Point,"[-111.175, 46.467]"
EONET_5793,"Wildfire - E of Kalamata, Peloponnisos - Greece",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5793,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127893,2021-08-06T17:43:00Z,Point,"[22.244933855, 37.051774213]"
EONET_5779,"Wildfire - N of Athens, Attiki - Greece",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5779,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127875,2021-08-06T02:41:00Z,Point,"[23.809994396, 38.179266359]"
EONET_5781,"Wildfire - Yakima County (Schneider Springs Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5781,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127861,2021-08-05T20:21:00Z,Point,"[-121.15523, 46.84509]"
EONET_5782,"Wildfires - British Columbia (Helmut/Kotcho Lake Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5782,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127860,2021-08-05T19:59:00Z,Point,"[-120.96992, 59.45171]"
EONET_5801,Bulldog Mountain Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5801,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7785/,2021-08-05T15:00:00Z,Point,"[-118.271, 48.791]"
EONET_5780,"Wildfire - E of Reggio di Calabria, Calabria - Italy",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5780,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127842,2021-08-05T14:41:00Z,Point,"[15.860281114, 38.06253427]"
EONET_5783,"Wildfires - Nevada and Placer Counties (River Fire), California, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5783,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127837,2021-08-05T13:45:00Z,Point,"[-120.97613, 39.11329]"
EONET_5778,Wildfire - NE of Mugla - Turkey,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5778,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127819,2021-08-05T03:14:00Z,Point,"[28.44278, 37.24411]"
EONET_5817,"Spur Fire, Okanogan County, Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5817,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7789/,2021-08-05T02:00:00Z,Point,"[-119.079, 48.815]"
EONET_5889,Mack Mountain Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5889,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7814/,2021-08-05T00:00:00Z,Point,"[-118.359, 48.69]"
EONET_5770,"Wildfires - NE of Kochani City, North Macedonia",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5770,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127795,2021-08-04T16:48:00Z,Point,"[22.46409, 42.01566]"
EONET_5771,Wildfires - Southwestern Albania,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5771,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127794,2021-08-04T16:46:00Z,Point,"[20.10249, 40.07284]"
EONET_5804,"Muckamuck Fire, Okanogan County, Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5804,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7786/,2021-08-04T11:00:00Z,Point,"[-119.832, 48.575]"
EONET_5759,"Wildfire - NW of Chalkida, Stere Ellda - Greece",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5759,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127770,2021-08-04T02:39:00Z,Point,"[23.324881191, 38.811353392]"
EONET_5788,"Wildfire MB-EA196, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5788,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-04T00:00:00Z,Point,"[-96.4772, 52.3744]"
EONET_5859,Chickadee Creek Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5859,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7788/,2021-08-04T00:00:00Z,Point,"[-119.788, 48.763]"
EONET_5768,"Wildfire - Siskiyou County (River Complex), California, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5768,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127748,2021-08-03T16:37:00Z,Point,"[-123.05161, 41.1534]"
EONET_5761,"Wildfires - Rhodes Island, Greece",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5761,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127746,2021-08-03T15:58:00Z,Point,"[28.07286, 36.34799]"
EONET_5796,Devil&#039;s Knob Complex Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5796,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7771/,2021-08-03T08:00:00Z,Point,"[-122.87, 42.874]"
EONET_5748,"Wildfire - Siskiyou County (Antelope Fire), California, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5748,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127713,2021-08-02T23:25:00Z,Point,"[-121.92528, 41.50178]"
EONET_5751,"Wildfire - Lane County (Middle Fork Complex), Oregon, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5751,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127683,2021-08-02T18:11:00Z,Point,"[-122.47228, 43.95022]"
EONET_5749,"Wildfire - Trinity County (Monument Fire), California, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5749,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127682,2021-08-02T18:02:00Z,Point,"[-123.31743, 40.748]"
EONET_5750,"Wildfire - Lake County (Boulder 2700 Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5750,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127681,2021-08-02T17:55:00Z,Point,"[-113.99586, 47.77489]"
EONET_5752,"Wildfire - Bonner County (Pioneer Fire), Idaho, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5752,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127680,2021-08-02T17:49:00Z,Point,"[-116.92985, 48.21894]"
EONET_5753,"Wildfires - Aigialeia Municipality, Greece",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5753,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127676,2021-08-02T17:11:00Z,Point,"[21.96864, 38.30693]"
EONET_5754,"Wildfires - Termoli, Italy",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5754,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127675,2021-08-02T17:04:00Z,Point,"[14.92611, 41.90777]"
EONET_5755,"Wildfires - Catania, Italy",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5755,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127674,2021-08-02T16:56:00Z,Point,"[14.98278, 37.7455]"
EONET_5769,Wildfire - E of Antalya - Turkey,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5769,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127650,2021-08-02T03:11:00Z,Point,"[31.61545, 36.90983]"
EONET_5772,Wildfire - SW of Mugla - Turkey,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5772,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127649,2021-08-02T03:10:00Z,Point,"[27.87693, 36.96302]"
EONET_5775,"Wildfire MB-NO135, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5775,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-02T00:00:00Z,Point,"[-99.6875, 56.4297]"
EONET_5840,"Wildfire MB-NO132, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5840,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-02T00:00:00Z,Point,"[-101.4542, 56.8306]"
EONET_5904,"Wildfire MB-NO134, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5904,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-02T00:00:00Z,Point,"[-100.4708, 56.4594]"
EONET_5760,"Wildfire - Trinity County (McFarland Fire), California, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5760,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127634,2021-08-01T23:42:00Z,Point,"[-123.06769, 40.34992]"
EONET_5735,"Wildfire -  Waimea, Hawaii County, Hawaii",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5735,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127585,2021-08-01T01:45:00Z,Point,"[-155.61588, 19.95018]"
EONET_5744,"Wildfire MB-NO124, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5744,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-01T00:00:00Z,Point,"[-96.3331, 56.9119]"
EONET_5745,"Wildfire MB-NO125, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5745,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-01T00:00:00Z,Point,"[-96.3789, 57.1783]"
EONET_5746,"Wildfire MB-NO126, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5746,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-01T00:00:00Z,Point,"[-96.8731, 57.2778]"
EONET_5765,"Wildfire MB-NO129, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5765,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-08-01T00:00:00Z,Point,"[-100.3767, 56.7183]"
EONET_5797,McCash Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5797,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7757/,2021-07-31T19:11:00Z,Point,"[-123.404, 41.564]"
EONET_5839,"Wildfire MB-NO121, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5839,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-31T00:00:00Z,Point,"[-95.0492, 57.4306]"
EONET_5742,Monument Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5742,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7750/,2021-07-30T18:00:00Z,Point,"[-123.337, 40.752]"
EONET_5732,"Wildfire - Qoubaiyat, Lebanon",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5732,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127500,2021-07-30T16:52:00Z,Point,"[36.31338, 34.5457]"
EONET_5733,"Wildfire - Kef and Jendouba  Governorates, Tunisia",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5733,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127499,2021-07-30T16:50:00Z,Point,"[8.67799, 36.52297]"
EONET_5725,"Wildfire - SW of Messina, Sicily - Italy",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5725,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127464,2021-07-30T02:37:00Z,Point,"[15.387676131, 38.029739929]"
EONET_5766,"Wildfire MB-WE083, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5766,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-30T00:00:00Z,Point,"[-100.8642, 55.2464]"
EONET_5798,Rough Patch Complex Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5798,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7758/,2021-07-29T20:55:00Z,Point,"[-122.676, 43.511]"
EONET_5736,McFarland Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5736,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7746/,2021-07-29T18:45:00Z,Point,"[-123.034, 40.35]"
EONET_5737,Deep Creek Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5737,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7744/,2021-07-29T17:54:00Z,Point,"[-120.951, 44.983]"
EONET_5762,Middle Fork Complex Fire,,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5762,8,Wildfires,InciWeb,http://inciweb.nwcg.gov/incident/7745/,2021-07-29T14:00:00Z,Point,"[-122.409, 43.869]"
EONET_5721,"Wildfires - Garfield County (Green Ridge Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5721,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127345,2021-07-28T15:57:00Z,Point,"[-117.72063, 46.17848]"
EONET_5722,"Wildfires - Beaverhead County (Trail Creek Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5722,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127344,2021-07-28T15:37:00Z,Point,"[-113.84928, 45.60727]"
EONET_5723,"Wildfire - Spokane County (Hazard Hill Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5723,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127343,2021-07-28T15:18:00Z,Point,"[-117.47202, 47.82259]"
EONET_5729,"Wildfire MB-NO110, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5729,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-28T00:00:00Z,Point,"[-96.6219, 58.2822]"
EONET_5730,"Wildfire MB-WE080, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5730,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-28T00:00:00Z,Point,"[-101.3808, 53.4831]"
EONET_5838,"Wildfire MB-NO106, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5838,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-28T00:00:00Z,Point,"[-98.6256, 58.0589]"
EONET_5848,"Wildfire MB-NO108, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5848,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-28T00:00:00Z,Point,"[-93.9208, 56.9667]"
EONET_5849,"Wildfire MB-NO112, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5849,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-28T00:00:00Z,Point,"[-95.1853, 55.8328]"
EONET_5719,"Wildfire - Broadwater County (Woods Creek Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5719,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127300,2021-07-27T15:20:00Z,Point,"[-111.30538, 46.5346]"
EONET_5718,"Wildfire - Colville Reservation (Summit Trail Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5718,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127299,2021-07-27T15:15:00Z,Point,"[-118.48844, 48.35746]"
EONET_5705,"Wildfires - Albacete. Castilla la Mancha, Spain",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5705,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127279,2021-07-26T21:59:00Z,Point,"[-1.8015, 38.46407]"
EONET_5706,"Wildfires - Catalonia, Spain",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5706,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127278,2021-07-26T21:56:00Z,Point,"[1.45238, 41.50593]"
EONET_5707,"Wildfires - Aragon, Spain",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5707,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127277,2021-07-26T21:54:00Z,Point,"[0.34014, 42.19169]"
EONET_5708,"Wildfires - Andalucia, Spain",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5708,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127276,2021-07-26T21:51:00Z,Point,"[-6.60248, 37.44168]"
EONET_5693,"Wildfires - British Columbia (Trozzo Creek Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5693,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127264,2021-07-26T19:28:00Z,Point,"[-117.45453, 49.64172]"
EONET_5694,"Wildfires - British Columbia (Octopus Creek Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5694,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127263,2021-07-26T19:25:00Z,Point,"[-118.07207, 49.70377]"
EONET_5695,"Wildfires - British Columbia (Michaud Creek Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5695,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127262,2021-07-26T19:22:00Z,Point,"[-118.2039, 49.4979]"
EONET_5696,"Wildfires - British Columbia (Cultus Creek Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5696,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127261,2021-07-26T19:19:00Z,Point,"[-116.81074, 49.29791]"
EONET_5710,"Wildfire - Stevens County (Spruce Canyon Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5710,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127256,2021-07-26T18:36:00Z,Point,"[-117.5832, 48.54019]"
EONET_5698,"Wildfire - Cascade County (American Fork Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5698,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127255,2021-07-26T18:32:00Z,Point,"[-110.28626, 46.15516]"
EONET_5699,"Wildfire - Flathead County (Hay Creek Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5699,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127254,2021-07-26T18:30:00Z,Point,"[-114.42992, 48.77414]"
EONET_5700,"Wildfires - Lincoln County (Burnt Peak Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5700,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127253,2021-07-26T18:26:00Z,Point,"[-116.00995, 48.35426]"
EONET_5703,"Wildfire - Cascade County (Divide Complex - Balsinger Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5703,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127234,2021-07-26T14:54:00Z,Point,"[-110.88619, 47.00918]"
EONET_5717,"Wildfire MB-WE078, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5717,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-26T00:00:00Z,Point,"[-99.3464, 52.7903]"
EONET_5837,"Wildfire MB-NO102, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5837,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-26T00:00:00Z,Point,"[-101.395, 57.3939]"
EONET_5678,"Wildfire - S of Sassari, Sardegna - Italy",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5678,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127139,2021-07-25T02:37:00Z,Point,"[8.536184696, 40.164541093]"
EONET_5685,"Wildfire MB-EA177, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5685,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-24T00:00:00Z,Point,"[-95.1817, 52.1794]"
EONET_5686,"Wildfire MB-WE069, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5686,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-23T00:00:00Z,Point,"[-100.4111, 55.2847]"
EONET_5764,"Wildfire MB-EA171, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5764,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-23T00:00:00Z,Point,"[-95.2278, 51.85]"
EONET_5877,"Wildfire MB-EA175, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5877,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-23T00:00:00Z,Point,"[-96.9922, 51.5867]"
EONET_5670,"Wildfires - Karelia Region, Russia",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5670,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127029,2021-07-22T16:35:00Z,Point,"[32.99343, 62.06172]"
EONET_5669,"Wildfire - Stevens County (Sherwood Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5669,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=127028,2021-07-22T16:33:00Z,Point,"[-117.97914, 47.91946]"
EONET_5684,"Wildfire MB-EA168, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5684,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-22T00:00:00Z,Point,"[-95.6856, 52.3678]"
EONET_5662,"Wildfire - Stevens County (Goddard Road Fire), Washington, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5662,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126982,2021-07-21T16:55:00Z,Point,"[-118.13894, 48.46294]"
EONET_5664,"Wildfires - British Columbia (Three Valley Lake Fire), Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5664,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126981,2021-07-21T16:54:00Z,Point,"[-118.46305, 50.94242]"
EONET_5646,"Wildfire - Pyrenees-Orientales Department, France",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5646,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126935,2021-07-20T17:26:00Z,Point,"[2.822, 42.71299]"
EONET_5647,"Wildfires - Carbon County (Robertson Draw Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5647,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126922,2021-07-20T15:51:00Z,Point,"[-109.21818, 45.03283]"
EONET_5648,"Wildfires - Granite County (Anderson Hill Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5648,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126921,2021-07-20T15:48:00Z,Point,"[-113.3085, 46.81666]"
EONET_5740,"Wildfire MB-NO086, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5740,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-20T00:00:00Z,Point,"[-97.6342, 54.9514]"
EONET_5789,"Wildfire MB-NO088, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5789,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-20T00:00:00Z,Point,"[-95.5306, 54.9883]"
EONET_5632,"Wildfires - Shoshone County (Character Complex), Idaho, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5632,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126869,2021-07-19T17:25:00Z,Point,"[-116.02637, 47.63211]"
EONET_5631,"Wildfires - Beaver County (Black Mountain Fire), Montana, United States",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5631,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126861,2021-07-19T16:25:00Z,Point,"[-113.45966, 45.1798]"
EONET_5663,"Wildfire - SE of Berens River, Manitoba - Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5663,8,Wildfires,PDC,http://emops.pdc.org/emops/?hazard_id=126841,2021-07-19T08:27:00Z,Point,"[-96.30854, 51.71611]"
EONET_5675,"Wildfire MB-EA158, Manitoba, Canada",,https://eonet.gsfc.nasa.gov/api/v2.1/events/EONET_5675,8,Wildfires,MBFIRE,http://www.gov.mb.ca/sd/fire/Fire-Statistic/2021/MBFIRE21.txt,2021-07-19T00:00:00Z,Point,"[-96.635, 51.6619]"
